2026-04-19 01:24:40,665 [INFO] Reading raw offers from C:\Users\marouane\Desktop\FindJob\transformers\data\rekrute_raw.json
2026-04-19 01:24:40,668 [INFO] Loaded 91 raw offers
2026-04-19 01:24:41,070 [INFO] Transformed offer | poste='Administrateur Swift (H/F)' | societe='Saham' | lieu='Casablanca et région' | contrat=CDI | exp=Intermédiaire | tech=1 | missions=15 | competences=2
2026-04-19 01:24:41,081 [INFO] Transformed offer | poste='Data Analyst Sénior H/F' | societe='Universite' | lieu='Rabat et région' | contrat=CDI | exp=Confirmé | tech=4 | missions=15 | competences=7
2026-04-19 01:24:41,087 [INFO] Transformed offer | poste='Data Engineer H/F' | societe='Alten' | lieu='Rabat et région' | contrat=CDI | exp=Débutant | tech=8 | missions=1 | competences=1
2026-04-19 01:24:41,098 [INFO] Transformed offer | poste='Azure Cloud Architect (H/F)' | societe='Dxc' | lieu='Rabat et région' | contrat=CDI | exp=Confirmé | tech=11 | missions=4 | competences=1
2026-04-19 01:24:41,105 [INFO] Transformed offer | poste='Ingénieur IP (H/F)' | societe='Btechnologie' | lieu='Rabat et région' | contrat=CDI | exp=Intermédiaire | tech=3 | missions=7 | competences=1
2026-04-19 01:24:41,115 [INFO] Transformed offer | poste='Ingénieur Etudes et Développement C#/.Net' | societe='Societe' | lieu='Casablanca et région' | contrat=CDI | exp=Intermédiaire | tech=6 | missions=3 | competences=1
2026-04-19 01:24:41,122 [INFO] Transformed offer | poste='Equity Strategist' | societe='Societe' | lieu='Casablanca et région' | contrat=CDI | exp=Junior | tech=1 | missions=6 | competences=7
2026-04-19 01:24:41,132 [INFO] Transformed offer | poste='Partner Program and Marketing' | societe='Manpower' | lieu='Casablanca et région' | contrat=Autre | exp=Confirmé | tech=2 | missions=2 | competences=4
2026-04-19 01:24:41,139 [INFO] Transformed offer | poste='Process Engineer - Scale-Up of Waste Valorization Processes' | societe='Um6P' | lieu='Rabat et région' | contrat=CDD | exp=Intermédiaire | tech=1 | missions=2 | competences=1
2026-04-19 01:24:41,154 [INFO] Transformed offer | poste='Supervisor - Stores & Inventory' | societe='Air' | lieu='Casablanca et région' | contrat=CDI | exp=Intermédiaire | tech=0 | missions=14 | competences=15
2026-04-19 01:24:41,163 [INFO] Transformed offer | poste='Bioinformatician' | societe='Um6P' | lieu='Marrakech et région' | contrat=CDI | exp=Intermédiaire | tech=3 | missions=11 | competences=18
2026-04-19 01:24:41,171 [INFO] Transformed offer | poste='Capacity Building Manager' | societe='Um6P' | lieu='Laâyoune et région' | contrat=CDI | exp=Intermédiaire | tech=0 | missions=11 | competences=2
2026-04-19 01:24:41,182 [INFO] Transformed offer | poste='Architecte Data & AI' | societe='Axa' | lieu='Rabat et région' | contrat=CDI | exp=Intermédiaire | tech=9 | missions=24 | competences=6
2026-04-19 01:24:41,191 [INFO] Transformed offer | poste='Programme Yeelen du groupe Attijariwafa bank' | societe='Attijariwafa' | lieu='Casablanca et région' | contrat=Autre | exp=Débutant | tech=1 | missions=1 | competences=6
2026-04-19 01:24:41,201 [INFO] Transformed offer | poste='Offre de Stage PFE RH orienté Data Analyst' | societe='Capgemini' | lieu='Casablanca et région' | contrat=Stage | exp=Débutant | tech=3 | missions=9 | competences=7
2026-04-19 01:24:41,211 [INFO] Transformed offer | poste='Fraud Monitoring Officer' | societe='Air' | lieu='Casablanca et région' | contrat=CDI | exp=Intermédiaire | tech=0 | missions=13 | competences=9
2026-04-19 01:24:41,216 [INFO] Transformed offer | poste='Responsable Transport' | societe='Confidentiel' | lieu='Casablanca et région' | contrat=CDI | exp=Intermédiaire | tech=3 | missions=11 | competences=8
2026-04-19 01:24:41,232 [INFO] Transformed offer | poste='Quality Assurance Engineer' | societe='Air' | lieu='Casablanca et région' | contrat=CDI | exp=Confirmé | tech=1 | missions=15 | competences=17
2026-04-19 01:24:41,242 [INFO] Transformed offer | poste='Testeur QC confirmé' | societe='Ipanema' | lieu='Casablanca et région' | contrat=CDI | exp=Confirmé | tech=6 | missions=11 | competences=4
2026-04-19 01:24:41,249 [INFO] Transformed offer | poste='Data Engineer Sénior (Data Platform)' | societe='Alten' | lieu='Rabat et région' | contrat=CDI | exp=Confirmé | tech=14 | missions=2 | competences=3
2026-04-19 01:24:41,256 [INFO] Transformed offer | poste='Data Engineer Expérimenté (Data Platform)' | societe='Alten' | lieu='Rabat et région' | contrat=CDI | exp=Confirmé | tech=11 | missions=7 | competences=2
2026-04-19 01:24:41,264 [INFO] Transformed offer | poste='Data Ops Sénior – Data Platform' | societe='Alten' | lieu='Rabat et région' | contrat=CDI | exp=Confirmé | tech=9 | missions=2 | competences=3
2026-04-19 01:24:41,269 [INFO] Transformed offer | poste='Consultant BI & BA POWER BI' | societe='Alten' | lieu='Rabat et région' | contrat=CDI | exp=Junior | tech=3 | missions=2 | competences=1
2026-04-19 01:24:41,274 [INFO] Transformed offer | poste='Data Platform Engineer' | societe='Alten' | lieu='Rabat et région' | contrat=CDI | exp=Junior | tech=7 | missions=2 | competences=1
2026-04-19 01:24:41,279 [INFO] Transformed offer | poste='BI Developer - power apps - Confirmé' | societe='Alten' | lieu='Rabat et région' | contrat=CDI | exp=Junior | tech=3 | missions=1 | competences=1
2026-04-19 01:24:41,291 [INFO] Transformed offer | poste='Application Support Specialist' | societe='Societe' | lieu='Casablanca et région' | contrat=CDI | exp=Confirmé | tech=2 | missions=4 | competences=3
2026-04-19 01:24:41,301 [INFO] Transformed offer | poste='Architecte DATA & IA (Plateform & Socle)' | societe='Alten' | lieu='Rabat et région' | contrat=CDI | exp=Confirmé | tech=9 | missions=14 | competences=2
2026-04-19 01:24:41,306 [INFO] Transformed offer | poste='DataOps Engineer' | societe='Alten' | lieu='Rabat et région' | contrat=CDI | exp=Junior | tech=7 | missions=2 | competences=1
